addr,label,attempts,successes,consec successes,failures,consec failures,est latency,most recent bandwidth estimate,est bandwidth
47.74.13.17:443,fp-sbtk1a-20170505-138 (47.74.13.17:443),15173,14973,466,200,0,69.761392ms,2017-07-05T09:33:59.3647546+08:00,17463
